scout,match,robot,team,start_pos,no_show,auto_type,auto_bump,auto_climb,auto_cycles,teleop_trench,teleop_bump,num_cycles,num_cycles_tenths,endgame_climb,climb_less_than_5,inactive_strat,driver_rating,died,solo_shooting,problems,card,comments
FL,35,R2,5243,C,FALSE,NA,FALSE,TRUE,2,2,1,2,5,L1,TRUE,2,3,FALSE,FALSE,0,No Card,NA
HR,35,R3,11318,M,FALSE,NA,FALSE,FALSE,3,12,0,0,7,No,FALSE,"2,6",3,FALSE,FALSE,0,No Card,Hopper broke
MH,35,B1,5549,F,FALSE,3,FALSE,FALSE,9,4,2,3,9,No,FALSE,"2,6",3,FALSE,FALSE,0,No Card,NA
GK,35,B2,4638,M,FALSE,NA,FALSE,FALSE,0,1,5,0,0,F,TRUE,"5,2",2,FALSE,FALSE,0,No Card,Struggles with bump crossing
RL,35,B3,2186,C,FALSE,2,FALSE,FALSE,4,4,0,2,9,L1,FALSE,2,3,FALSE,FALSE,0,No Card,"Pretty slow, somewhat finicky"
SBS,36,R1,4821,M,FALSE,NA,FALSE,FALSE,2,0,4,0,0,No,FALSE,3,3,FALSE,FALSE,0,No Card,NA
FL,36,R2,5841,F,FALSE,NA,FALSE,FALSE,0,2,0,0,0,No,FALSE,2,2,FALSE,FALSE,0,No Card,"Really good bulldozing for first 30 seconds, then they just sat in NZ for the rest of the match doing nothing"
HR,36,R3,6882,C,FALSE,NA,FALSE,FALSE,3,7,0,0,0,No,FALSE,2,3,FALSE,FALSE,0,No Card,No intake
KO,36,B1,2912,M,FALSE,NA,FALSE,FALSE,0,1,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,Drive broke
GK,36,B2,1727,C,FALSE,NA,FALSE,FALSE,0,3,0,1,7,No,FALSE,"6,2",4,TRUE,FALSE,0,No Card,Died with ~45 sec left
AZ,36,B3,4456,M,FALSE,NA,FALSE,FALSE,0,3,0,1,1,No,FALSE,6,2,FALSE,FALSE,0,No Card,NA
SBS,37,R1,3373,F,FALSE,1,FALSE,FALSE,5,0,4,3,2,No,FALSE,"5,6",3,FALSE,FALSE,0,No Card,NA
FL,37,R2,4472,C,FALSE,3,FALSE,FALSE,8,3,0,1,5,No,FALSE,"1,6",3,FALSE,FALSE,0,No Card,They kept doing 5 ball cycles from their AZ
HR,37,R3,8590,M,FALSE,NA,FALSE,FALSE,0,3,0,2,2,No,FALSE,"2,6,1",2,FALSE,FALSE,0,No Card,NA
KO,37,B1,2421,M,FALSE,NA,FALSE,FALSE,1,2,6,0,0,No,FALSE,4,3,FALSE,FALSE,0,No Card,"Struggled with getting over the bump, played defense"
SC,37,B2,1389,C,FALSE,NA,FALSE,FALSE,1,0,5,1,5,No,FALSE,6,2,FALSE,FALSE,0,No Card,Got stuck on bump multiple times
AZ,37,B3,11211,F,FALSE,NA,FALSE,FALSE,0,3,2,0,6,No,FALSE,NA,2,FALSE,FALSE,0,No Card,Had trouble intaking and shooting
FL,38,R1,3714,NA,TRUE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,NA
FL,38,R2,2537,F,FALSE,3,FALSE,FALSE,10,2,0,4,5,No,FALSE,"1,6",4,FALSE,FALSE,0,No Card,NA
HR,38,R3,6239,M,FALSE,NA,FALSE,FALSE,3,10,0,2,8,No,FALSE,"2,6",2,FALSE,FALSE,0,No Card,NA
KO,38,B1,4464,C,FALSE,NA,FALSE,FALSE,0,4,0,0,4,No,FALSE,2,2,FALSE,FALSE,0,No Card,Had difficulty getting up the bump
MY,38,B2,2914,F,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,"Did not intake, shoot, or move out of alliance zone. Tried to feed hp a little bit, but we»re not effective. Moved really slowly in general"
AZ,38,B3,1446,M,FALSE,NA,FALSE,FALSE,0,4,4,0,0,No,FALSE,NA,2,FALSE,FALSE,0,No Card,"Does not intake at all, played defense"
FL,39,R1,2900,M,FALSE,NA,FALSE,FALSE,5,8,0,0,1,No,FALSE,5,2,FALSE,FALSE,0,No Card,NA
FL,39,R2,116,F,FALSE,NA,FALSE,FALSE,3,0,3,0,5,L1,FALSE,2,3,FALSE,FALSE,0,No Card,"Bulldozing rly well at start, then not so good"
HR,39,R3,449,C,FALSE,3,FALSE,FALSE,15,8,1,4,7,No,FALSE,"6,2",5,FALSE,FALSE,0,No Card,NA
KO,39,B1,7886,C,FALSE,NA,FALSE,FALSE,0,1,0,0,0,No,FALSE,2,2,FALSE,FALSE,0,No Card,Beached under trench rip
LJ,39,B2,2912,M,FALSE,NA,FALSE,FALSE,2,1,1,0,0,No,FALSE,2,2,TRUE,FALSE,0,No Card,"Focused on herding towards HP, struggled to line up and drove slowly, could not un beach partners. Died with about 30 seconds left"
AZ,39,B3,5243,F,FALSE,NA,FALSE,TRUE,3,4,0,2,3,No,FALSE,NA,2,FALSE,FALSE,0,No Card,Bad bc it»s not 449 but seriously played good defense against us
HR,4,R2,5841,M,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,TRUE,FALSE,0,No Card,No auto
AW,4,R3,1727,F,FALSE,NA,FALSE,FALSE,0,6,4,3,5,No,FALSE,"1,6",3,FALSE,FALSE,0,No Card,NA
AD,4,B1,4638,NA,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,NA
BS,4,B2,4456,M,FALSE,NA,FALSE,FALSE,3,4,0,0,1,No,FALSE,4,4,FALSE,FALSE,0,No Card,They»re shooter wasn»t working so they played defense the whole match
AZ,4,B3,449,F,FALSE,3,FALSE,FALSE,10,10,0,3,8,No,FALSE,2,5,FALSE,FALSE,0,No Card,"Shooter inertia decreases rapidly near the end of the match, shooter had trouble"
BP,4,R1,1731,C,FALSE,3,FALSE,FALSE,10,5,0,5,0,No,FALSE,"3,5",4,FALSE,TRUE,0,No Card,Good effectiveness in many things
FL,40,R1,11211,F,FALSE,NA,FALSE,FALSE,0,0,1,0,1,No,FALSE,6,1,FALSE,FALSE,0,No Card,Stayed in middle whole time bulldozing
FL,40,R2,4456,M,FALSE,NA,FALSE,FALSE,2,2,1,1,7,No,FALSE,6,3,FALSE,FALSE,0,No Card,Died for 15 seconds a couple times throughout the match
HR,40,R3,2186,C,FALSE,NA,FALSE,FALSE,3,6,0,0,7,No,FALSE,2,3,FALSE,FALSE,0,No Card,Jammed intake
BS,40,B1,3373,C,FALSE,1,FALSE,FALSE,1,0,4,2,4,No,FALSE,"6,2",4,FALSE,FALSE,0,No Card,For the first half of the match didn»t go into neutral zone and just relied on balls from depot and teammates passing
LJ,40,B2,5587,F,FALSE,NA,FALSE,FALSE,2,0,4,2,1,No,FALSE,"2,6",3,FALSE,FALSE,0,No Card,"Slow spin up time, took shoots pretty far from hub. Shots were a bit inaccurate"
AY,40,B3,1389,M,FALSE,NA,FALSE,FALSE,2,0,4,1,3,No,FALSE,NA,2,FALSE,FALSE,0,No Card,"Shoot on the move is decent, Inaccurate, Struggled to intake"
FL,41,R1,4638,F,FALSE,NA,FALSE,TRUE,0,3,3,0,7,No,FALSE,6,2,FALSE,FALSE,0,No Card,Saved a friend and broke side panel
AW,41,R2,2988,M,FALSE,NA,FALSE,FALSE,5,5,1,2,0,No,FALSE,6,3,FALSE,FALSE,0,No Card,Was beached for about a third of the match before getting unteaches by a teammate
HR,41,R3,6239,C,FALSE,3,FALSE,FALSE,0,3,1,1,4,No,FALSE,"2,6",3,FALSE,FALSE,0,No Card,Inaccurate shooter
BS,41,B1,6882,M,FALSE,NA,FALSE,FALSE,8,3,0,4,3,No,FALSE,"2,6",4,FALSE,FALSE,0,No Card,Although they emptied their hopper a lot their hopper is supper small so they weren»t actually scoring much if I could estimate they scored about 60-65 fuel
FL,41,B2,1727,C,FALSE,3,FALSE,FALSE,5,2,3,2,7,No,FALSE,"1,6",3,FALSE,FALSE,0,No Card,Died during endgame
AY,41,B3,5549,F,FALSE,3,FALSE,FALSE,5,3,1,5,3,No,FALSE,"2,6,1",5,FALSE,FALSE,0,No Card,NA
FL,42,R1,3714,C,FALSE,NA,FALSE,FALSE,0,4,2,0,0,No,FALSE,"5,3",2,FALSE,FALSE,0,No Card,NA
AW,42,R2,5338,F,FALSE,3,FALSE,FALSE,10,8,4,4,6,No,FALSE,6,4,FALSE,FALSE,0,No Card,"Very versatile driver, could go over bump or under trench when the other was blocked"
HR,42,R3,7886,M,FALSE,NA,FALSE,FALSE,0,7,3,0,0,No,FALSE,"2,5",4,FALSE,FALSE,0,No Card,NA
BS,42,B1,1446,C,FALSE,NA,FALSE,FALSE,0,5,2,0,0,No,FALSE,2,1,FALSE,FALSE,0,No Card,Passed to human player a lot and passing was actually very good but they didn»t shoot
FL,42,B2,5353,F,FALSE,3,FALSE,FALSE,7,4,0,4,5,No,FALSE,2,5,FALSE,FALSE,0,No Card,NA
AY,42,B3,4821,M,FALSE,NA,FALSE,FALSE,0,0,1,0,0,No,FALSE,4,2,FALSE,FALSE,0,No Card,Got beached on enemy bump; got stuck in enemy side
FL,43,R1,449,C,FALSE,3,FALSE,FALSE,15,3,0,4,4,No,FALSE,"1,5,6",5,FALSE,FALSE,0,No Card,NA
AW,43,R2,5841,NA,TRUE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,NA
HR,43,R3,2914,M,FALSE,NA,FALSE,FALSE,0,2,0,0,0,No,FALSE,4,2,FALSE,FALSE,0,No Card,NA
BS,43,B1,888,C,FALSE,3,FALSE,FALSE,12,4,1,4,2,No,FALSE,"6,1",5,FALSE,FALSE,0,No Card,NA
FL,43,B2,2900,M,FALSE,NA,FALSE,FALSE,0,8,0,0,2,No,FALSE,2,1,FALSE,FALSE,0,No Card,Buns
AY,43,B3,4472,F,FALSE,3,FALSE,FALSE,9,0,0,2,2,No,FALSE,"1,6",4,FALSE,FALSE,0,No Card,NA
FL,44,R1,2537,F,FALSE,13,FALSE,FALSE,15,5,0,0,7,No,FALSE,"3,4,6,5",4,FALSE,FALSE,0,No Card,Intake broke after first cycle
AW,44,R2,8590,M,FALSE,NA,FALSE,FALSE,5,4,0,0,4,No,FALSE,2,2,TRUE,FALSE,0,No Card,"Genuinely bad piece security. Intake didn»t appear to break, but it got rammed into the walls and was flopping around"
HR,44,R3,4464,C,FALSE,3,FALSE,FALSE,0,10,4,0,0,No,FALSE,"2,5,4",3,FALSE,FALSE,0,No Card,No intake
BS,44,B1,1731,F,FALSE,3,FALSE,FALSE,7,5,0,3,7,No,FALSE,"1,6",5,FALSE,FALSE,0,No Card,Passing is probably the best out of all the teams also scored alot
FL,44,B2,11318,C,FALSE,NA,FALSE,FALSE,10,4,0,3,1,No,FALSE,"6,5",3,FALSE,FALSE,0,No Card,They have a really teeny hopper tho
AD,44,B3,2421,M,FALSE,NA,FALSE,FALSE,2,7,3,1,1,No,FALSE,6,3,FALSE,FALSE,0,No Card,NA
FL,45,R1,4456,C,FALSE,NA,FALSE,FALSE,2,8,0,1,6,No,FALSE,"6,5",2,FALSE,FALSE,0,No Card,NA
AW,45,R2,3714,M,FALSE,NA,FALSE,FALSE,6,3,3,0,0,No,FALSE,4,3,FALSE,FALSE,0,No Card,"Didn»t shoot, kept the preloaded fuel the entire match. For about half the match, the had a fuel stuck underneath them making movement weird. They played defense, but weren»t very good imo"
HR,45,R3,3373,F,FALSE,1,FALSE,FALSE,0,0,4,2,0,No,FALSE,"2,6",2,FALSE,FALSE,0,No Card,NA
BS,45,B1,11211,C,FALSE,NA,FALSE,FALSE,0,0,3,0,2,No,FALSE,2,3,FALSE,FALSE,0,No Card,"Tried their best to pass and bulldoze but it just wasn»t working much, bot is slow"
FL,45,B2,116,F,FALSE,NA,FALSE,FALSE,2,0,6,1,2,L1,FALSE,"6,2",3,FALSE,FALSE,0,No Card,Shooting aim is dookie
AD,45,B3,6239,M,FALSE,NA,FALSE,FALSE,5,8,0,3,5,No,FALSE,"6,2",3,FALSE,FALSE,0,No Card,NA
SBS,46,R1,5338,F,FALSE,3,FALSE,FALSE,9,0,0,6,2,No,FALSE,"5,6",5,FALSE,FALSE,0,No Card,NA
AW,46,R2,2988,M,FALSE,NA,FALSE,FALSE,8,1,3,1,0,No,FALSE,NA,2,FALSE,FALSE,0,No Card,Beached for the vast majority of the match
HR,46,R3,5549,C,FALSE,3,FALSE,FALSE,8,3,1,4,0,No,FALSE,"1,6",5,FALSE,FALSE,0,No Card,NA
BS,46,B1,7886,C,FALSE,NA,FALSE,FALSE,0,3,9,0,0,No,FALSE,"1,4,5",5,FALSE,FALSE,0,No Card,Driver played very good defense but not couldn»t shoot
BP,46,B2,2900,F,FALSE,3,FALSE,FALSE,10,5,0,0,1,No,FALSE,NA,1,FALSE,FALSE,0,No Card,NA
AD,46,B3,4638,M,FALSE,NA,FALSE,TRUE,0,8,4,0,5,No,FALSE,NA,3,FALSE,FALSE,0,No Card,NA
SBS,47,R1,5353,C,FALSE,3,FALSE,FALSE,0,4,0,4,6,No,TRUE,"5,6",3,FALSE,FALSE,0,No Card,Turned around in auto
AW,47,R2,2186,F,FALSE,NA,FALSE,FALSE,5,8,0,1,0,L1,FALSE,2,4,FALSE,FALSE,0,No Card,NA
HR,47,R3,6882,M,FALSE,NA,FALSE,FALSE,9,1,1,3,6,No,FALSE,"2,6",3,FALSE,FALSE,0,No Card,NA
BS,47,B1,2912,C,FALSE,NA,FALSE,FALSE,0,2,2,0,0,No,FALSE,4,4,FALSE,FALSE,0,No Card,Played decent defense and considering the fact that they didn»t shoot they actually contributed a good amount
BP,47,B2,11318,F,FALSE,NA,FALSE,FALSE,8,3,2,5,6,No,FALSE,"2,6",3,FALSE,FALSE,0,No Card,NA
AD,47,B3,8590,M,FALSE,NA,FALSE,FALSE,4,6,0,0,1,No,FALSE,2,3,TRUE,FALSE,0,No Card,Died during the third tele op shift
BP,48,R1,5841,NA,TRUE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,Very skillful as you can see
AW,48,R2,1446,NA,FALSE,NA,FALSE,FALSE,0,9,1,0,0,No,FALSE,2,3,FALSE,FALSE,0,No Card,"Couldn»t intake or shoot, got beached multiple times, herded/bulldozed the entire match"
HR,48,R3,1389,M,FALSE,NA,FALSE,FALSE,6,0,4,2,8,No,FALSE,6,1,FALSE,TRUE,0,No Card,NA
BS,48,B1,4464,M,FALSE,NA,FALSE,FALSE,5,0,0,0,0,No,FALSE,NA,3,FALSE,FALSE,0,No Card,Basically did nothing the whole game didn»t go under the trench or over the bump
BP,48,B2,1731,C,FALSE,3,FALSE,FALSE,0,1,0,7,8,No,FALSE,"2,6",5,FALSE,TRUE,0,No Card,Missed they whole auto
KO,48,B3,449,F,FALSE,3,FALSE,FALSE,12,12,0,5,2,No,FALSE,"2,3,6,1",5,FALSE,FALSE,0,No Card,NA
MH,49,R1,888,F,FALSE,NA,FALSE,FALSE,10,0,0,5,6,No,FALSE,NA,1,FALSE,FALSE,0,No Card,NA
AW,49,R2,1727,C,FALSE,3,FALSE,FALSE,15,4,0,3,0,No,FALSE,"2,6",4,TRUE,FALSE,0,No Card,Died towards the end of the match
HR,49,R3,4821,M,FALSE,NA,FALSE,FALSE,4,3,1,0,0,No,FALSE,"4,5",1,FALSE,FALSE,0,No Card,NA
BP,49,B2,2421,M,FALSE,NA,FALSE,FALSE,0,2,4,0,0,No,FALSE,"6,4",2,FALSE,FALSE,0,No Card,Played D all game
AD,49,B3,2537,C,FALSE,3,FALSE,FALSE,13,8,0,3,1,No,FALSE,"1,2,6",4,FALSE,FALSE,0,No Card,NA
SBS,49,B1,4472,F,FALSE,3,FALSE,FALSE,6,8,0,4,7,No,FALSE,6,4,FALSE,FALSE,0,No Card,Tuff▒ - Caves & Cliffs Update
BP,5,R1,2988,M,FALSE,NA,FALSE,FALSE,6,11,0,0,7,No,FALSE,"3,4,5",2,FALSE,FALSE,0,No Card,Played defense almost the whole time
HR,5,R2,2914,NA,TRUE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,NA
AW,5,R3,5353,C,FALSE,3,FALSE,FALSE,13,8,2,5,4,No,FALSE,"1,6",3,FALSE,FALSE,0,No Card,Bad piece security
AD,5,B1,8590,M,FALSE,NA,FALSE,FALSE,0,9,0,1,0,No,FALSE,"3,4,5",5,FALSE,FALSE,0,No Card,Intake broke and maybe shooter broke. But the driver figured things out and played really defense
BS,5,B2,5338,C,FALSE,3,FALSE,FALSE,0,5,2,5,0,No,FALSE,"2,6",4,FALSE,FALSE,0,No Card,Played a good game overall auto probably would»ve been good but crashed into trench on the way back
AZ,5,B3,5587,F,FALSE,NA,FALSE,FALSE,0,0,3,0,2,No,FALSE,6,1,FALSE,FALSE,0,No Card,"Only like a few balls shot most were stuck inside hopper, indexer didn»t work and made contact with alliance partner in auto"
KO,50,R1,5587,F,FALSE,NA,FALSE,FALSE,6,0,4,1,0,No,FALSE,NA,2,FALSE,FALSE,0,No Card,They were stopped during the first 30s or so
AW,50,R2,5243,C,FALSE,NA,FALSE,FALSE,5,6,0,2,0,L1,FALSE,"2,6",3,FALSE,FALSE,0,No Card,Failed auto climb
HR,50,R3,6882,M,FALSE,NA,FALSE,FALSE,4,3,4,4,5,No,FALSE,6,3,FALSE,FALSE,0,No Card,NA
BP,50,B1,2914,M,FALSE,NA,FALSE,FALSE,0,2,0,0,0,F,FALSE,5,4,FALSE,FALSE,0,No Card,"Played mid defense, other than that did nothing"
BP,50,B2,3373,M,FALSE,1,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,TRUE,FALSE,0,No Card,Insta death
AD,50,B3,5338,C,FALSE,3,FALSE,FALSE,10,5,0,4,9,No,FALSE,"2,6,5",5,FALSE,TRUE,0,No Card,NA
SC,51,R1,1731,C,FALSE,3,FALSE,FALSE,0,3,0,5,5,No,FALSE,5,5,FALSE,FALSE,0,No Card,Auto shots seemed to missed the hub
BP,51,R2,11211,M,FALSE,NA,FALSE,FALSE,0,6,1,0,2,No,FALSE,2,1,FALSE,FALSE,0,No Card,"Only shot preload, tried to bulldoze, didn41391t intake, got beached"
NS2,51,R3,2900,F,FALSE,NA,FALSE,FALSE,0,4,0,1,4,No,FALSE,6,1,FALSE,FALSE,0,No Card,They tried shooting but completely missed
AZ,51,B1,4464,C,FALSE,NA,FALSE,FALSE,0,4,8,0,0,No,FALSE,2,1,FALSE,FALSE,0,No Card,Got stuck for half the match and could not intake
BS,51,B2,2186,F,FALSE,NA,FALSE,FALSE,1,1,0,0,7,F,FALSE,6,3,FALSE,FALSE,0,No Card,"Pretty slow bot, basically did nothing for the first half of the match and when they did intake full they missed most the balls"
KO,51,B3,2988,M,FALSE,NA,FALSE,FALSE,4,5,3,1,6,No,FALSE,6,3,FALSE,FALSE,0,No Card,Struggled to get over the bump
SC,52,R1,4456,C,FALSE,NA,FALSE,FALSE,0,5,1,0,5,No,FALSE,5,2,FALSE,FALSE,0,No Card,Auto only scored preload and robot didn41391t move for endgame but was not disconnected
BP,52,R2,2537,F,FALSE,3,FALSE,FALSE,6,4,0,4,4,No,FALSE,6,4,FALSE,FALSE,0,No Card,"Mostly intaked from AZ when possible, stood cycles and ok shooting"
NS2,52,R3,1389,F,FALSE,NA,FALSE,FALSE,0,0,4,1,8,No,FALSE,2,2,FALSE,FALSE,0,No Card,They did not go to neutral zone often during active period
AZ,52,B1,3714,F,FALSE,NA,FALSE,FALSE,2,0,0,0,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,"Broken swerve, could not shoot either"
BS,52,B2,5353,F,FALSE,3,FALSE,FALSE,0,7,1,3,0,No,FALSE,"2,6",4,FALSE,FALSE,0,No Card,"Their auto is not accurate at all they probably missed 92% of balls shot in auto, small hopper, tried their best to bulldoze, passed to human player alot"
KO,52,B3,2912,C,FALSE,NA,FALSE,FALSE,1,0,2,0,2,No,FALSE,NA,1,FALSE,FALSE,0,No Card,"Weak shooter, bad indexer, got stuck on OZ bump"
BH,53,R1,6239,M,FALSE,NA,FALSE,FALSE,3,3,0,0,4,No,FALSE,6,2,FALSE,FALSE,0,No Card,Shot from middle?
BP,53,R2,449,C,FALSE,3,FALSE,FALSE,12,4,0,6,2,No,FALSE,"2,6",4,FALSE,TRUE,0,No Card,"Good accuracy, bps, and quantity shot total"
NS2,53,R3,888,F,FALSE,3,FALSE,FALSE,18,4,2,5,0,No,FALSE,"1,2",5,FALSE,FALSE,0,No Card,They looked like they knew what they were doing
AZ,53,B1,1727,C,FALSE,NA,FALSE,FALSE,4,10,0,3,8,No,FALSE,NA,5,FALSE,FALSE,0,No Card,NA
BS,53,B2,8590,M,FALSE,NA,FALSE,FALSE,2,5,1,0,0,No,FALSE,2,3,FALSE,FALSE,0,No Card,"Didn41391t score at all during tele, tried their best to bulldoze but overall didn41391t contribute much to their team"
KO,53,B3,5243,F,FALSE,NA,FALSE,FALSE,3,3,3,1,0,No,FALSE,NA,2,FALSE,FALSE,0,No Card,NA
BH,54,R1,2914,F,FALSE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,1,TRUE,FALSE,0,No Card,NA
BP,54,R2,4821,F,FALSE,NA,FALSE,FALSE,2,2,2,0,0,No,FALSE,4,2,TRUE,FALSE,0,No Card,"Played good defense, then got beached on bump and died"
NS2,54,R3,2421,M,FALSE,NA,FALSE,FALSE,2,12,0,1,4,No,FALSE,2,1,FALSE,TRUE,0,No Card,They didn41391t get many fuel and idled for periods of time
AZ,54,B1,1446,M,FALSE,NA,FALSE,FALSE,7,3,0,0,0,No,FALSE,6,1,FALSE,FALSE,0,No Card,"Moved to neutral and didn41391t move, had trouble, potentially new driver"
BS,54,B2,5549,C,FALSE,3,FALSE,FALSE,0,3,0,2,2,No,FALSE,"1,6",4,FALSE,FALSE,0,No Card,"5549 is pretty good, they passed well and intaked full but compared to teams like 1731 or 888 they didn41391t score as much"
MC,54,B3,116,F,FALSE,NA,FALSE,FALSE,0,0,6,3,6,L1,TRUE,6,4,FALSE,FALSE,0,No Card,Has huge hopper triple shooter
BH,55,R1,11318,C,FALSE,NA,FALSE,FALSE,3,6,0,5,2,No,FALSE,6,3,FALSE,FALSE,0,No Card,Only got to bulldoze once do to defense
BP,55,R2,5587,F,FALSE,1,FALSE,FALSE,4,6,0,2,8,No,FALSE,6,3,FALSE,TRUE,0,No Card,Good auto for middle even though they didn41391t start there
NS2,55,R3,4638,M,FALSE,NA,FALSE,TRUE,2,3,3,1,2,L1,TRUE,4,4,FALSE,FALSE,0,No Card,They were up in their faces blocking them from scoring
AZ,55,B1,4472,F,FALSE,3,FALSE,FALSE,15,12,0,4,7,No,FALSE,NA,5,FALSE,TRUE,0,No Card,"If not for turret slight inaccuracies these robot has potential, they soloed nearly a win"
BS,55,B2,7886,C,FALSE,NA,FALSE,FALSE,0,8,2,0,0,No,FALSE,"4,5",5,FALSE,FALSE,0,No Card,"They played good defense and they also bulldozed a bit, passed to human player. I know their in contention as a third pick but I think bulldozing has a be better"
MC,55,B3,5841,NA,TRUE,NA,FALSE,FALSE,0,0,0,0,0,No,FALSE,NA,3,FALSE,FALSE,0,No Card,NA
BH,56,R1,5243,C,FALSE,NA,FALSE,FALSE,3,2,1,2,0,No,FALSE,NA,1,FALSE,FALSE,0,No Card,Tried to climb in auto
BP,56,R2,3373,F,FALSE,1,FALSE,FALSE,6,0,6,2,8,No,FALSE,6,3,FALSE,FALSE,0,No Card,Decent fire rate but intake speed and throughput are low
NS2,56,R3,888,F,FALSE,3,FALSE,FALSE,13,9,1,4,0,No,FALSE,6,3,FALSE,FALSE,0,No Card,They shot while being pushed and mostly didn41391t get moved. They didn41391t do any defense.
AZ,56,B1,1389,C,FALSE,NA,TRUE,FALSE,2,0,6,4,5,No,FALSE,6,4,FALSE,FALSE,0,No Card,"Got stuck on bump during auto, fastest indexing I41391ve seen, low accuracy for turret, large hopper capacity but risk of beaching or getting stuck on the bump during crucial auto"
BS,56,B2,2186,C,FALSE,NA,FALSE,FALSE,2,5,0,1,7,L1,FALSE,2,4,TRUE,FALSE,0,No Card,"Died once and came back to life, decent bulldozing, only made about 50 percent of their hopper each time they shot,climb when there was about 15 secs left"
MC,56,B3,6239,F,FALSE,3,FALSE,FALSE,7,4,0,1,3,No,FALSE,"4,5",4,FALSE,FALSE,0,No Card,Started browning out and then just went to play defense
BH,57,R1,11211,F,TRUE,NA,FALSE,FALSE,0,1,0,0,0,No,FALSE,NA,2,FALSE,FALSE,0,No Card,Defense and bot is super slow
BP,57,R2,4464,M,FALSE,NA,FALSE,FALSE,0,3,5,0,6,No,FALSE,"6,4,5",2,TRUE,FALSE,0,No Card,"Did a bit of everything, wasn41391t particularly effective"
NS2,57,R3,5338,C,FALSE,3,FALSE,FALSE,13,9,0,5,4,No,FALSE,"2,6",4,FALSE,TRUE,0,No Card,They41391re good on the offense and getting cycles in. Didn41391t focus on any defense only intaking and occasionally bulldozing.
AZ,57,B1,5549,F,FALSE,3,FALSE,FALSE,11,10,0,4,6,No,FALSE,1,3,FALSE,FALSE,0,No Card,"Had a lot of trouble shooting, spent multiple seconds to shot out the hopper, movement is ok but not amazing, worried that it takes too long to get inertia"
BS,57,B2,449,C,FALSE,3,FALSE,FALSE,12,3,0,4,5,No,FALSE,6,5,FALSE,FALSE,0,No Card,NA
MC,57,B3,2912,NA,FALSE,2,FALSE,FALSE,2,2,2,0,5,No,FALSE,5,3,FALSE,FALSE,0,No Card,Got stuck on the bump for more than half of the match
EC,58,R1,2988,C,FALSE,NA,TRUE,FALSE,10,4,1,3,3,No,FALSE,6,2,FALSE,TRUE,0,No Card,Intake slow and prone to temporary jams; inconsistent fire rate
BP,58,R2,4821,M,FALSE,NA,FALSE,FALSE,2,2,4,1,1,No,FALSE,"4,6",3,FALSE,FALSE,0,No Card,"Mostly defensive, shots came up short, but defense was respectable"
NS2,58,R3,4456,F,FALSE,NA,FALSE,FALSE,2,7,3,2,7,No,FALSE,"2,6,4",2,FALSE,TRUE,0,No Card,Big hopper. Most of their shoots didn41391t make it. Cleanly went over bumps
MY,58,B1,2900,F,FALSE,NA,FALSE,FALSE,4,10,0,1,7,No,FALSE,6,2,FALSE,FALSE,0,No Card,"shooter inaccurate and slow, chose to feed HP during inactive""AD"
BS,58,B2,2914,F,FALSE,NA,FALSE,FALSE,0,2,0,0,0,No,FALSE,NA,3,TRUE,FALSE,0,No Card,"Did nothing during auto, hopper is extremely small (could probably only fit 2-4 balls), did nothing during tele and then died."
AD,58,B3,11318,C,FALSE,1,FALSE,FALSE,14,12,0,5,8,No,FALSE,"2,4,6",5,FALSE,FALSE,0,No Card,"Very good bulldozer, stockpiled lots of balls"
EC,59,R1,2421,M,FALSE,NA,FALSE,FALSE,7,0,2,0,0,No,FALSE,2,2,FALSE,FALSE,0,No Card,Just drove around never shot during teleop
BP,59,R2,1727,F,FALSE,3,FALSE,FALSE,7,7,0,4,2,No,FALSE,6,4,FALSE,TRUE,0,No Card,"Good hopper capacity, inactive shifts aren41391t optimized"
NS2,59,R3,5353,C,FALSE,3,FALSE,FALSE,12,9,3,1,0,No,FALSE,"2,4",4,FALSE,FALSE,0,No Card,They maneuvered very cleanly  and they didn41391t shoot much. They focused heavily on defens.
AZ,59,B1,4472,C,FALSE,3,FALSE,FALSE,13,3,1,1,0,No,FALSE,1,4,FALSE,FALSE,0,No Card,"Intake is having issues, hopper plate broke off, tried to move balls to HP but was unsuccessful, big issues"
BS,59,B2,4638,M,FALSE,NA,FALSE,TRUE,0,3,4,0,1,F,FALSE,4,3,FALSE,FALSE,0,No Card,"Played decent defense towards the start of the match but overall didn41391t contribute much, only made like 2 balls the whole match. They41391re consistently climbing in auto but failing in end game"
